Player,PlayerID,Bats
Drew Gagnon,gagnodr01,R
Sam Gaviglio,gavigsa01,R
Javy Guerra,guerrja01,R
Jason Hammel,hammeja01,R
Ryan Helsley,helslry01,R
Raisel Iglesias,iglesra01,R
Drew Jackson,jacksdr01,R
Edwin Jackson,jacksed01,R
Griffin Jax,jaxgr01,R
James Kaprielian,kaprija01,R
Joe Kelly,kellyjo05,R
Mark Leiter Jr.,leitema02,R
Kazuhisa Makita,makitka01,R
Parker Markel,markepa01,R
Chris Mazza,mazzach01,R
Kyle McGowin,mcgowky01,R
Deck McGuire,mcguide02,R
Daniel Mengden,mengdda01,R
Shelby Miller,millesh01,R
Jimmy Nelson,nelsoji02,R
James Norwood,norwoja01,R
Brian O'Keefe,okeefbr01,R
Liover Peguero,pegueli01,R
Evan Phillips,phillev01,R
Erasmo Ramirez,ramirer02,R
Sean Reid-Foley,reidfse01,R
Fernando Romero,romerfe01,R
Casey Sadler,sadleca02,R
Donny Sands,sandsdo01,R
Kohl Stewart,stewako01,R
Wander Suero,suerowa01,R
Trent Thornton,thorntr01,R
Nick Vincent,vinceni01,R
Aaron Wilkerson,wilkeaa01,R
Miguel Yajure,yajurmi01,R
Joan Adon,adonjo01,R
Tyler Alexander,alexaty01,R
Tanner Anderson,anderta01,R
Kohei Arihara,arihako01,R
Aaron Ashby,ashbyaa01,R
Caleb Baragar,baragca01,R
Chris Beck,beckch02,R
Anthony Bender,bendean01,R
Christian Bergman,bergmch01,R
Paul Blackburn,blackpa01,R
Eddie Butler,butleed01,R
Griffin Canning,cannigr01,R
Yonny Chirinos,chiriyo01,R
Aaron Civale,civalaa01,R
Garrett Cleavinger,cleavga01,R
Dylan Covey,coveydy01,R
Seth Elledge,elledse01,R
Luis Escobar,escoblu01,R
Thomas Eshelman,eshelto01,R
Michael Feliz,felizmi01,R
Carson Fulmer,fulmeca01,R
Giovanny Gallegos,gallegi01,R
Yimi Garcia,garciyi01,R
Amir Garrett,garream01,R
Roberto Gomez,gomezro01,R
Brusdar Graterol,gratebr01,R
Brett Graves,gravebr01,R
Jandel Gustave,gustaja01,R
Justin Hancock,hancoju01,R
Daniel Hudson,hudsoda01,R
Jared Hughes,hugheja02,R
Jay Jackson,jacksja01,R
Jakob Junis,junisja01,R
Sean Kazmar Jr.,kazmase01,R
Ian Kennedy,kenneia01,R
Corey Knebel,knebeco01,R
Jonathan Loaisiga,loaisjo01,R
Jorge Lopez,lopezjo02,R
Darren McCaughan,mccauda01,R
Triston McKenzie,mckentr01,R
Keury Mella,mellake01,R
Casey Mize,mizeca01,R
Eli Morgan,morgael01,R
Tommy Nance,nanceto01,R
Juan Nicasio,nicasju01,R
Bailey Ober,oberba01,R
Wes Parsons,parsowe01,R
Tyler Payne,paynety01,R
Cionel Pérez,perezci01,R
Tim Peterson,peterti01,R
Adam Plutko,plutkad01,R
Yefry Ramirez,ramirye01,R
Colin Rea,reaco01,R
Jakson Reetz,reetzja01,R
Richard Rodriguez,rodriri05,R
Joe Ryan,ryanjo04,R
Dennis Santana,santade01,R
James Sherfy,sherfji01,R
Braden Shipley,shiplbr01,R
Tarik Skubal,skubata01,R
Chad Sobotka,sobotch01,R
Glenn Sparkman,sparkgl01,R
Jackson Stephens,stephja01,R
Robert Stephenson,stephro01,R
Hunter Strickland,strichu01,R
Pedro Strop,stroppe01,R
Erik Swanson,swanser01,R
Jake Thompson,thompja03,R
Jacob Waguespack,wagueja01,R
Jacob Webb,webbja01,R
Garrett Whitlock,whitlga01,R
David Wright,wrighda03,R
Jordan Zimmermann,zimmejo02,R
Austin Adams,adamsau02,R
R.J. Alaniz,alanirj01,R
Cody Allen,allenco01,R
Pedro Avila,avilape01,R
Daniel Bard,bardda01,R
Matt Barnes,barnema01,R
Tyler Bashlor,bashlty01,R
Dellin Betances,betande01,R
Alec Bettinger,bettial01,R
Matt Bowman,bowmama01,R
Archie Bradley,bradlar01,R
Austin Brice,briceau01,R
Matt Carasiti,carasma01,R
Ryan Castellani,castery01,R
Diego Castillo,castidi01,R
Luis Cessa,cessalu01,R
Sam Coonrod,coonrsa01,R
Daniel Corcino,corcida01,R
Nestor Cortes,cortene01,R
Rookie Davis,davisro03,R
Yennsy Díaz,diazye01,R
Yusniel Diaz,diazyu01,R
Jake Diekman,diekmja01,R
Seranthony Dominguez,dominse01,R
Oliver Drake,drakeol01,R
Marco Estrada,estrama01,R
Ryan Feltner,feltnry01,R
Junior Fernandez,fernaju01,R
Sam Freeman,freemsa01,R
Yovani Gallardo,gallayo01,R
Rico Garcia,garciri01,R
Rony Garcia,garciro03,R
Trevor Gott,gotttr01,R
J.D. Hammer,hammejd01,R
Ryne Harper,harpery01,R
Heath Hembree,hembrhe01,R
Ryan Hendrix,hendrry01,R
David Hernandez,hernada01,R
Jordan Hicks,hicksjo03,R
Tim Hill,hillti01,R
Yoshihisa Hirano,hiranyo01,R
Tanner Houck,houckta01,R
Sam Howard,howarsa01,R
Phil Hughes,hugheph01,R
Tommy Hunter,hunteto02,R
Luke Jackson,jackslu01,R
Jeremy Jeffress,jeffrje01,R
Jake Jewell,jewelja01,R
Pierce Johnson,johnspi01,R
Nate Jones,jonesna01,R
Ariel Jurado,juradar01,R
Shawn Kelley,kellesh01,R
Craig Kimbrel,kimbrcr01,R
Tyler Kinley,kinlety01,R
Brandon Kintzler,kintzbr01,R
Andrew Kittredge,kittran01,R
Michael Kopech,kopecmi01,R
Joel Kuhnel,kuhnejo01,R
Tyler Ladendorf,ladenty01,R
Derek Law,lawde01,R
Josh Lindblom,lindbjo01,R
Elvis Luciano,luciael01,R
Luis Madero,maderlu01,R
Matt Magill,magilma01,R
Matt Manning,mannima02,R
Alek Manoah,manoaal01,R
Mike Mayers,mayermi01,R
Nick Mears,mearsni01,R
Adonis Medina,medinad01,R
Adalberto Mejia,mejiaad01,R
J.C. Mejia,mejiaje02,R
Justin Miller,milleju02,R
Reyes Moronta,moronre01,R
Brandon Morrow,morrobr01,R
Patrick Murphy,murphpa02,R
Packy Naughton,naughpa01,R
Hector Neris,nerishe01,R
Stephen Nogosek,nogosst01,R
Scott Oberg,obergsc01,R
Blake Parker,parkebl01,R
Pedro Payano,payanpe01,R
Brad Peacock,peacobr01,R
Wily Peralta,peralwi01,R
Joe Perez,perezjo02,R
Yusmeiro Petit,petityu01,R
Jake Petricka,petrija01,R
Zach Pop,popza01,R
Sean Poppen,poppese01,R
Austin Pruitt,pruitau01,R
Tanner Rainey,raineta01,R
Neil Ramirez,ramirne01,R
Jake Reed,reedja02,R
Alex Reyes,reyesal02,R
Gerardo Reyes,reyesge01,R
Jacob Rhame,rhameja01,R
Yacksel Rios,riosya01,R
David Robertson,roberda08,R
Kramer Robertson,roberkr01,R
Hansel Robles,robleha01,R
Manuel Rodríguez,rodrima01,R
Enny Romero,romeren01,R
Sergio Romo,romose01,R
Michael Rucker,ruckemi01,R
Jose Ruiz,ruizjo01,R
Fernando Salas,salasfe01,R
Miguel Sanchez,sanchmi01,R
Edgar Santana,santaed01,R
Warwick Saupold,saupowa01,R
Josh Sborz,sborzjo01,R
Clarke Schmidt,schmicl01,R
Sam Selman,selmasa01,R
Kevin Shackelford,shackke01,R
Burch Smith,smithbu03,R
Drew Smith,smithdr01,R
Will Smith,smithwi04,R
Spencer Strider,stridsp01,R
Thomas Szapucki,szaputh01,R
Justin Topa,topaju01,R
Nick Tropeano,tropeni01,R
Hector Velazquez,velazhe01,R
Drew VerHagen,verhadr01,R
Marcus Walden,waldema01,R
Jeremy Walker,walkeje02,R
Ryan Weber,weberry01,R
Devin Williams,willide03,R
Cody Wilson,wilsoco01,R
Dan Winkler,winklda01,R
Asher Wojciechowski,wojcias01,R
Mike Wright Jr.,wrighmi01,R
T.J. Zeuch,zeuchtj01,R
Tyler Zuber,zuberty01,R
Rafael Devers,deverra01,L
Charlie Blackmon,blackch02,L
Nick Markakis,markani01,L
J.P. Crawford,crawfjp01,L
Eric Hosmer,hosmeer01,L
Freddie Freeman,freemfr01,L
Matt Olson,olsonma02,L
Cedric Mullins,mullice01,L
Kyle Seager,seageky01,L
Ender Inciarte,inciaen01,L
Nathaniel Lowe,lowena01,L
Corey Seager,seageco01,L
Alex Verdugo,verdual01,L
Jake Cronenworth,croneja01,L
Shohei Ohtani,ohtansh01,L
Scooter Gennett,gennesc01,L
Brandon Nimmo,nimmobr01,L
Andrew Benintendi,beninan01,L
Adam Frazier,fraziad01,L
Kyle Schwarber,schwaky01,L
Michael Brantley,brantmi02,L
Christian Yelich,yelicch01,L
Bryce Harper,harpebr03,L
Mike Moustakas,moustmi01,L
Adam Eaton,eatonad02,L
Anthony Rizzo,rizzoan01,L
Matt Carpenter,carpema01,L
Shin-Soo Choo,choosh01,L
Steven Kwan,kwanst01,L
Eddie Rosario,rosared01,L
David Peralta,peralda01,L
Cody Bellinger,bellico01,L
Alex Gordon,gordoal01,L
Dee Strange-Gordon,gordode01,L
Kole Calhoun,calhoko01,L
Odubel Herrera,herreod01,L
Michael Conforto,confomi01,L
Luis Arraez,arraelu01,L
Kyle Tucker,tuckeky01,L
Juan Soto,sotoju01,L
Yordan Alvarez,alvaryo01,L
Brandon Lowe,lowebr01,L
Jeff McNeil,mcneije01,L
Max Kepler,keplema01,L
Brandon Crawford,crawfbr01,L
Daulton Varsho,varshda01,L
Brett Gardner,gardnbr01,L
Jason Kipnis,kipnija01,L
Austin Meadows,meadoau01,L
Jared Walsh,walshja01,L
Ryan McMahon,mcmahry01,L
Rowdy Tellez,tellero01,L
Jon Jay,jayjo02,L
Brandon Belt,beltbr01,L
Joey Votto,vottojo01,L
Rougned Odor,odorro01,L
Yonder Alonso,alonsyo01,L
Jason Heyward,heywaja01,L
Mallex Smith,smithma05,L
Corey Dickerson,dickeco01,L
Didi Gregorius,gregodi01,L
Josh Reddick,reddijo01,L
Seth Brown,brownse01,L
Joey Gallo,gallojo01,L
Derek Dietrich,dietrde01,L
Travis Shaw,shawtr01,L
Pavin Smith,smithpa04,L
Tony Kemp,kempto01,L
Nicky Lopez,lopezni01,L
Max Muncy,muncyma01,L
Jackie Bradley Jr.,bradlja02,L
Andres Gimenez,gimenan01,L
Nomar Mazara,mazarno01,L
Raimel Tapia,tapiara01,L
Joey Wendle,wendljo01,L
Joe Mauer,mauerjo01,L
Mike Yastrzemski,yastrmi01,L
Josh Rojas,rojasjo01,L
Kolten Wong,wongko01,L
Chris Davis,davisch02,L
Colin Moran,moranco01,L
Jazz Chisholm Jr.,chishja01,L
Carlos Gonzalez,gonzaca01,L
Trent Grisham,grishtr01,L
Daniel Vogelbach,vogelda01,L
Gregory Polanco,polangr01,L
Tucker Barnhart,barnhtu01,L
MJ Melendez,melenmj01,L
Jesse Winker,winkeje01,L
Joc Pederson,pederjo01,L
Josh Naylor,naylojo01,L
Kevin Kiermaier,kiermke01,L
Dominic Smith,smithdo02,L
Daniel Murphy,murphda08,L
Joe Panik,panikjo01,L
Denard Span,spande01,L
Omar Narvaez,narvaom01,L
Bryson Stott,stottbr01,L
Brandon Marsh,marshbr02,L
Justin Bour,bourju01,L
Gavin Lux,luxga01,L
Harold Castro,castrha01,L
Daniel Palka,palkada01,L
Michael Harris,harrimi04,L
Akil Baddoo,baddoak01,L
Brian Goodwin,goodwbr01,L
Tyler Naquin,naquity01,L
Ji-Man Choi,choiji01,L
Nick Williams,willini01,L
Nick Gordon,gordoni01,L
Mitch Moreland,morelmi01,L
Gerardo Parra,parrage01,L
Jarrod Dyson,dysonja01,L
Eric Sogard,sogarer01,L
Eric Thames,thameer01,L
Brendan Donovan,donovbr01,L
Robinson Canó,canoro01,L
Ronald Guzman,guzmaro01,L
Alek Thomas,thomaal01,L
Scott Schebler,schebsc01,L
Gavin Sheets,sheetga01,L
Riley Greene,greenri03,L
David Dahl,dahlda01,L
Jake Bauers,bauerja01,L
Ben Gamel,gamelbe01,L
Rio Ruiz,ruizri01,L
Christin Stewart,stewach02,L
Luis Garcia,garcilu04,L
Tony Wolters,wolteto01,L
Dwight Smith Jr.,smithdw02,L
Cavan Biggio,biggica01,L
Daniel Descalso,descada01,L
Travis Jankowski,jankotr01,L
Curtis Granderson,grandcu01,L
Jarred Kelenic,kelenja01,L
LaMonte Wade Jr.,wadela01,L
Oneil Cruz,cruzon01,L
Brad Miller,millebr02,L
Lucas Duda,dudalu01,L
Ryan O'Hearn,ohearry01,L
Jack Suwinski,suwinja01,L
Brock Holt,holtbr01,L
Jake McCarthy,mccarja02,L
Jay Bruce,bruceja01,L
Leonys Martín,martile01,L
Logan Morrison,morrilo01,L
Rafael Ortega,ortegra01,L
Jesus Sanchez,sanchje02,L
Greg Garcia,garcigr01,L
Luis Gonzalez,gonzalu03,L
Matt Adams,adamsma01,L
Willie Calhoun,calhowi01,L
JT Riddle,riddljt01,L
Yadiel Hernández,hernaya01,L
Bradley Zimmer,zimmebr01,L
Cory Spangenberg,spangco01,L
Luis Guillorme,guilllu01,L
Tommy La Stella,lasteto01,L
Lars Nootbaar,nootbla01,L
Jace Peterson,peterja01,L
CJ Abrams,abramcj01,L
Nicky Delmonico,delmoni01,L
Jake Cave,caveja01,L
Alex Dickerson,dickeal01,L
Nolan Gorman,gormano01,L
Brian McCann,mccanbr01,L
Josh VanMeter,vanmejo01,L
Greg Bird,birdgr01,L
DJ Stewart,stewadj01,L
Steven Duggar,duggast01,L
Luis Valbuena,valbulu01,L
Billy McKinney,mckinbi01,L
Trevor Larnach,larnatr01,L
Mike Tauchman,tauchmi01,L
Vinnie Pasquantino,pasquvi01,L
Kyle Isbel,isbelky01,L
Stephen Vogt,vogtst01,L
Brett Phillips,phillbr02,L
Alfonso Rivas,rivasal01,L
Matt Beaty,beatyma01,L
Reese McGuire,mcguire01,L
Bobby Bradley,bradlbo01,L
Franchy Cordero,cordefr02,L
Isan Diaz,diazis01,L
Jason Castro,castrja01,L
Yoshi Tsutsugo,tsutsyo01,L
Dom Nunez,nunezdo01,L
TJ Friedl,friedtj01,L
Vimael Machin,machivi01,L
Adam Haseley,haselad01,L
Jake Fraley,fraleja01,L
Alex Kirilloff,kirilal01,L
Sam Hilliard,hillisa01,L
Josh Smith,smithjo11,L
Calvin Mitchell,mitchca01,L
Michael Perez,perezmi03,L
Magneuris Sierra,sierrma01,L
Matt Joyce,joycema01,L
Jake Lamb,lambja01,L
JJ Bleday,bledajj01,L
Jarren Duran,duranja01,L
Zack Collins,colliza01,L
Alex Avila,avilaal01,L
Dustin Fowler,fowledu01,L
Andrew Stevenson,stevean01,L
Carlos Asuaje,asuajca01,L
Gregor Blanco,blancgr01,L
Josh Lowe,lowejo01,L
Mike Freeman,freemmi01,L
Jim Adduci,adducji02,L
Michael Massey,massemi02,L
Adrian Gonzalez,gonzaad01,L
Jose Rojas,rojasjo02,L
Chance Sisco,siscoch01,L
Zach McKinstry,mckinza01,L
Preston Tucker,tuckepr01,L
Chase Utley,utleych01,L
Shogo Akiyama,akiyash01,L
Ryan Flaherty,flahery01,L
Lewin Diaz,diazle01,L
Tucupita Marcano,marcatu01,L
Nick Pratto,prattni01,L
Taylor Trammell,trammta01,L
Shed Long Jr.,longsh01,L
Nick Martini,martini02,L
Marco Hernandez,hernama02,L
Matt Thaiss,thaisma01,L
Tyler Wade,wadety01,L
Derek Fisher,fishede01,L
Ryan Goins,goinsry01,L
Jason Martin,martija03,L
Charlie Tilson,tilsoch01,L
Mike Ford,fordmi01,L
Darick Hall,hallda02,L
Meibrys Viloria,vilorme01,L
JB Shuck,shuckja01,L
Hoy Park,parkho01,L
Max Schrock,schroma01,L
Mason Williams,willima10,L
Justin Williams,williju02,L
Kody Clemens,clemeko01,L
Nick Maton,matonni01,L
Jose Miguel Fernandez,fernajo03,L
Gunnar Henderson,hendegu01,L
Bligh Madris,madribl01,L
Richie Palacios,palacri01,L
Pedro Alvarez,alvarpe01,L
Seth Beer,beerse01,L
Drew Robinson,robindr01,L
Ka'ai Tom,tomka01,L
Jose Marmolejos,marmojo01,L
Mickey Moniak,moniami01,L
Garrett Stubbs,stubbga01,L
Corbin Carroll,carroco02,L
Francisco Arcia,arciafr01,L
Kerry Carpenter,carpeke01,L
Rafael Lopez,lopezra02,L
Jason Vosler,vosleja01,L
Kyle Stowers,stoweky01,L
Ben Rortvedt,rortvbe01,L
Terrin Vavra,vavrate01,L
Nolan Jones,jonesno01,L
Edwin Rios,riosed01,L
Lonnie Chisenhall,chiselo01,L
Chris Herrmann,herrmch01,L
Patrick Mazeika,mazeipa01,L
Jonathan Aranda,arandjo01,L
Luis Barrera,barrelu01,L
Daniel Johnson,johnsda07,L
Triston Casas,casastr01,L
Donovan Walton,waltodo01,L
Matt Skole,skolema01,L
Zack Wheeler,wheelza01,L
Jacob deGrom,degroja01,L
J.J. Matijevic,matijjj01,L
Luke Raley,raleylu01,L
Austin Allen,allenau01,L
Patrick Corbin,corbipa01,L
Kyle Freeland,freelky01,L
Tzu-Wei Lin,lintz02,L
Noah Syndergaard,syndeno01,L
Eddy Alvarez,alvared01,L
Corban Joseph,josepco01,L
Garrett Mitchell,mitchga01,L
Cal Stevenson,steveca01,L
Kean Wong,wongke01,L
Jon Lester,lestejo01,L
Julio Urias,uriasju01,L
Mark Contreras,contrma01,L
Matt Wallner,wallnma01,L
Max Fried,friedma01,L
Will Benson,bensowi01,L
Bruce Maxwell,maxwebr01,L
Robbie Ray,rayro02,L
Livan Soto,sotoli01,L
Anthony Bemboom,bemboan01,L
Kevin Gausman,gausmke01,L
Wade Miley,mileywa01,L
Chris Shaw,shawch01,L
Conner Capel,capelco01,L
Brandon Woodruff,woodrbr01,L
Brian O'Grady,ogradbr01,L
Tyler Anderson,anderty01,L
Clayton Kershaw,kershcl01,L
Alec Burleson,burleal01,L
Joey Lucchesi,lucchjo01,L
Josh Palacios,palacjo01,L
Andrew Suarez,suarean01,L
Sean Newcomb,newcose01,L
Colby Rasmus,rasmuco01,L
AJ Reed,reedaj01,L
Ichiro Suzuki,suzukic01,L
Rich Hill,hillri01,L
Trevor Rogers,rogertr01,L
Steven Brault,braulst01,L
Will Brennan,brennwi02,L
Mike Gerber,gerbemi01,L
Cole Hamels,hamelco01,L
Kevin Kramer,krameke01,L
Clayton Richard,richacl01,L
Jose Devers,deverjo01,L
Drew Smyly,smylydr01,L
Socrates Brito,britoso01,L
Esteban Quiroz,quiroes01,L
Jason Vargas,vargaja01,L
Brett Baty,batybr01,L
Dylan Cozens,cozendy01,L
Dallas Keuchel,keuchda01,L
Juan Centeno,centeju01,L
Nick Ciuffo,ciuffni01,L
Jose Godoy,godoyjo01,L
Sal Romano,romansa01,L
Nick Heath,heathni01,L
Pablo Lopez,lopezpa01,L
Zach Reks,reksza01,L
Blake Snell,snellbl01,L
Ji Hwan Bae,baeji01,L
Mike Montgomery,montgmi01,L
Austin Gomber,gombeau01,L
Clay Buchholz,buchhcl01,L
Estevan Florial,flories01,L
Greg Deichmann,deichgr01,L
Cody Thomas,thomaco01,L
Andrew Toles,tolesan01,L
Nick Plummer,plummni01,L
Brett Anderson,anderbr04,L
Kwang Hyun Kim,kimkw01,L
Brent Suter,suterbr01,L
Cal Quantrill,quantca01,L
Beau Taylor,taylobe11,L
Alex Young,youngal01,L
Boog Powell,powelbo02,L
Michael Siani,sianimi01,L
Travis Blankenhorn,blanktr01,L
Ryan Aguilar,aguilry01,L
Mark Payton,paytoma01,L
Rob Brantly,brantro01,L
Matt Moore,moorema02,L
Jared Young,youngja02,L
Matt den Dekker,dendema01,L
Khalil Lee,leekh01,L
Bryan Mitchell,mitchbr01,L
Ford Proctor,proctfo01,L
Matt Koch,kochma01,L
Braxton Lee,leebr01,L
Ian Miller,milleia01,L
Mitch Walding,waldimi01,L
Javy Guerra,guerrja02,L
Miles Mastrobuoni,mastrmi01,L
David Peterson,peterda01,L
Ranger Suarez,suarera01,L
Taylor Widener,widenta01,L
Jesus Luzardo,luzarje01,L
Nick Margevicius,margeni01,L
David Price,priceda01,L
J.A. Happ,happja01,L
Steele Walker,walkest01,L
James Outman,outmaja01,L
Justin Steele,steelju01,L
Chase De Jong,dejonch01,L
Jarrett Parker,parkeja03,L
Josh Rogers,rogerjo01,L
Nolan Fontana,fontano01,L
Wade LeBlanc,leblawa01,L
Brian Miller,millebr03,L
Miguel Montero,montemi01,L
Cody Reed,reedco01,L
Dillon Thomas,thomadi01,L
Sherman Johnson,johnssh01,L
Sam Long,longsa01,L
Joe McCarthy,mccarjo04,L
Brendan McKay,mckaybr01,L
Jarlin Garcia,garcija04,L
Tyler Gilbert,gilbety01,L
Travis Swaggerty,swaggtr01,L
Jon Duplantier,duplajo01,L
Andrew Heaney,heanean01,L
Ryder Jones,jonesry01,L
Reiss Knehr,knehrre01,L
Jason Krizan,krizaja01,L
Bo Naylor,naylobo01,L
Brandon Finnegan,finnebr01,L
Gosuke Katoh,katohgo01,L
T.J. McFarland,mcfartj01,L
Tommy Milone,milonto01,L
Simon Muzziotti,muzzisi01,L
Dillon Peters,peterdi01,L
Jacob Robson,robsoja01,L
Eduardo Rodriguez,rodried05,L
Tucker Davidson,davidtu01,L
Cole Irvin,irvinco01,L
Efren Navarro,navaref01,L
Daniel Norris,norrida01,L
Reiver Sanmartin,sanmare01,L
Scott Alexander,alexasc02,L
Kris Bubic,bubickr01,L
Paul Campbell,campbpa02,L
Ronnie Dawson,dawsoro01,L
Marco Gonzales,gonzama02,L
Scott Hurst,hurstsc01,L
Josh Lester,lestejo02,L
Luis Liberato,liberlu01,L
John Means,meansjo01,L
Sean Nolin,nolinse01,L
James Paxton,paxtoja01,L
Ryan Schimpf,schimry01,L
Canaan Smith-Njigba,smithca05,L
Genesis Cabrera,cabrege01,L
Daniel Castano,castada01,L
Danny Duffy,duffyda01,L
Luke Farrell,farrelu01,L
Dylan Floro,florody01,L
Jaime Garcia,garcija02,L
Drew Hutchison,hutchdr01,L
Brian Johnson,johnsbr02,L
Kevin Kaczmarski,kaczmke01,L
Lance McCullers Jr.,mcculla02,L
Jordan Montgomery,montgjo01,L
Chris Rusin,rusinch01,L
Patrick Sandoval,sandopa02,L
Robert Stock,stockro01,L
Bruce Zimmermann,zimmebr02,L
Jalen Beeks,beeksja02,L
Matthew Boyd,boydma01,L
Daniel Camarena,camarda01,L
P.J. Conlon,conlopj01,L
Austin Davis,davisau01,L
Sean Doolittle,doolise01,L
Tyler Glasnow,glasnty01,L
Matt Grace,gracema02,L
Jared Hoying,hoyinja01,L
Dan Jennings,jennida01,L
Scott Kazmir,kazmisc01,L
Conner Menez,menezco01,L
Harrison Musgrave,musgrha01,L
Martin Perez,perezma02,L
Nick Ramirez,ramirni01,L
Carlos Rodon,rodonca01,L
CC Sabathia,sabatc.01,L
Eric Skoglund,skogler01,L
Brock Stewart,stewabr01,L
Alex Vesia,vesiaal01,L
Keegan Akin,akinke01,L
Kolby Allard,allarko01,L
Jose Alvarez,alvarjo02,L
Jesse Biddle,biddlje01,L
Jerry Blevins,blevije01,L
John Brebbia,brebbjo01,L
Rex Brothers,brothre01,L
Ryan Carpenter,carpery01,L
Sam Clay,claysa01,L
Roenis Elias,eliasro01,L
Luiz Gohara,goharlu01,L
Josh Hader,haderjo01,L
Donnie Hart,hartdo01,L
Yusei Kikuchi,kikucyu01,L
Yohander Mendez,mendeyo01,L
Nate Mondou,mondona01,L
Shawn Morimando,morimsh01,L
Vidal Nuno III,nunovi01,L
Steven Okert,okertst01,L
Emilio Pagan,paganem01,L
Corey Ray,rayco01,L
Kyle Ryan,ryanky01,L
Chris Sale,salech01,L
Justus Sheffield,sheffju01,L
Tyler Skaggs,skaggty01,L
Gregory Soto,sotogr01,L
Jose Suarez,suarejo01,L
Felipe Vazquez,riverfe01,L
Brad Wieck,wieckbr01,L
Kirby Yates,yateski01,L
Jose Alvarado,alvarjo03,L
Luis Avilan,avilalu01,L
Anthony Banda,bandaan01,L
Charlie Barnes,barnech01,L
Buddy Baumann,baumabu01,L
David Bednar,bednada01,L
Jose Castillo,castijo03,L
Adam Conley,conlead01,L
Danny Coulombe,couloda01,L
Hans Crouse,crousha01,L
Jorge De La Rosa,rosajo01,L
Reid Detmers,detmere01,L
Brian Duensing,duensbr01,L
Zach Duke,dukeza01,L
Josh Fleming,flemijo01,L
Brian Flynn,flynnbr01,L
Chad Green,greench03,L
Brad Hand,handbr01,L
Sam Hentges,hentgsa01,L
John King,kingjo01,L
Jack Larsen,larseja01,L
Adam Liberatore,liberad01,L
Francisco Liriano,liriafr01,L
Tyler Lyons,lyonsty01,L
Kyle McGrath,mcgraky01,L
Ben Meyer,meyerbe02,L
Andrew Miller,millean01,L
Hoby Milner,milneho01,L
A.J. Minter,minteaj01,L
Adrián Morejón,morejad01,L
Connor Overton,overtco01,L
Wandy Peralta,peralwa01,L
Jose Quijada,quijajo01,L
Randy Rosario,rosarra01,L
Troy Scribner,scribtr01,L
Chasen Shreve,shrevch01,L
D.J. Snelten,sneltdj01,L
Brandon Waddell,waddebr01,L
Tony Watson,watsoto01,L
Tyler Webb,webbty01,L
Justin Wilson,wilsoju10,L
Francisco Lindor,lindofr01,S
Jonathan Villar,villajo01,S
Tommy Edman,edmanto01,S
Ozzie Albies,albieoz01,S
Eduardo Escobar,escobed01,S
Jorge Polanco,polanjo01,S
Cesar Hernandez,hernace02,S
Freddy Galvis,galvifr01,S
Jose Ramirez,ramirjo01,S
Yolmer Sanchez,sanchca01,S
Jed Lowrie,lowrije01,S
Yoan Moncada,moncayo01,S
Leury Garcia,garcile02,S
Jurickson Profar,profaju01,S
Anthony Santander,santaan02,S
Ian Happ,happia01,S
Carlos Santana,santaca01,S
Ketel Marte,marteke01,S
Bryan Reynolds,reynobr01,S
Jeimer Candelario,candeje01,S
Robbie Grossman,grossro01,S
Josh Bell,belljo02,S
Asdrubal Cabrera,cabreas01,S
Dylan Carlson,carlsdy01,S
Yasmani Grandal,grandya01,S
Justin Smoak,smoakju01,S
Marwin Gonzalez,gonzama01,S
Luis Rengifo,rengilu01,S
Dexter Fowler,fowlede01,S
Aaron Hicks,hicksaa01,S
Danny Santana,santada01,S
Yangervis Solarte,solarya01,S
Victor Martinez,martivi01,S
Johan Camargo,camarjo01,S
Ben Zobrist,zobribe01,S
Niko Goodrum,goodrni01,S
Geraldo Perdomo,perdoge01,S
Adalberto Mondesí,mondera02,S
Willi Castro,castrwi01,S
Kendrys Morales,moralke01,S
Wilmer Difo,difowi01,S
Taylor Walls,wallsta01,S
Jonah Heim,heimjo01,S
Adley Rutschman,rutscad01,S
Keibert Ruiz,ruizke01,S
Melky Cabrera,cabreme01,S
Cal Raleigh,raleica01,S
Neil Walker,walkene01,S
Ehire Adrianza,adriaeh01,S
Abraham Toro,toroab01,S
Stevie Wilkerson,wilkest01,S
Andrew Velazquez,velazan01,S
Victor Reyes,reyesvi01,S
Wander Franco,francwa01,S
Leody Taveras,taverle01,S
Victor Caratini,caratvi01,S
Alen Hanson,hansoal01,S
Francisco Mejia,mejiafr01,S
Rosell Herrera,herrero02,S
Pablo Sandoval,sandopa01,S
Greg Allen,allengr01,S
Sandy Leon,leonsa01,S
Rodolfo Castro,castrro01,S
Matt Wieters,wietema01,S
Jose Reyes,reyesjo01,S
Sergio Alcantara,alcanse01,S
Ildemaro Vargas,vargail01,S
Blake Swihart,swihabl01,S
Andrew Knapp,knappan01,S
Sam Haggerty,haggesa01,S
Cooper Hummel,hummeco01,S
Tyler Heineman,heinety01,S
Oswaldo Cabrera,cabreos01,S
Abraham Almonte,almonab01,S
Vidal Brujan,brujavi01,S
Cole Tucker,tuckeco01,S
Alejo Lopez,lopezal03,S
Yonny Hernandez,hernayo02,S
Roman Quinn,quinnro01,S
Andrew Romine,rominan01,S
Kaleb Cowart,cowarka01,S
Jose Herrera,herrejo04,S
Michael Toglia,toglimi01,S
Eric Young Jr.,younger03,S
